Accuracy,Precision,Recall
0.7551020408163265,0.12727272727272726,1.0
0.8010204081632653,0.11904761904761904,0.7142857142857143
0.7244897959183674,0.11475409836065574,1.0
0.8214285714285714,0.1111111111111111,0.5714285714285714
0.7295918367346939,0.07407407407407407,0.5714285714285714
0.7142857142857143,0.1111111111111111,1.0
0.7397959183673469,0.06,0.42857142857142855
0.7142857142857143,0.09836065573770492,0.8571428571428571
0.7448979591836735,0.12280701754385964,1.0
0.7244897959183674,0.08771929824561403,0.7142857142857143
0.7040816326530612,0.1076923076923077,1.0
0.7295918367346939,0.11666666666666667,1.0
0.7857142857142857,0.1276595744680851,0.8571428571428571
0.7806122448979592,0.14,1.0
0.7448979591836735,0.09433962264150944,0.7142857142857143
0.7295918367346939,0.11666666666666667,1.0
0.7551020408163265,0.12727272727272726,1.0
0.75,0.09615384615384616,0.7142857142857143
0.7448979591836735,0.10909090909090909,0.8571428571428571
0.7653061224489796,0.1320754716981132,1.0
0.6989795918367347,0.10606060606060606,1.0
0.7551020408163265,0.12727272727272726,1.0
0.7091836734693877,0.109375,1.0
0.7806122448979592,0.05,0.2857142857142857
0.7908163265306123,0.13043478260869565,0.8571428571428571
0.8163265306122449,0.10810810810810811,0.5714285714285714
0.7193877551020408,0.1,0.8571428571428571
0.7653061224489796,0.11764705882352941,0.8571428571428571
0.7602040816326531,0.11538461538461539,0.8571428571428571
0.7602040816326531,0.11538461538461539,0.8571428571428571
0.7602040816326531,0.12962962962962962,1.0
0.7397959183673469,0.07692307692307693,0.5714285714285714
0.7295918367346939,0.08928571428571429,0.7142857142857143
0.7857142857142857,0.1276595744680851,0.8571428571428571
0.7959183673469388,0.13333333333333333,0.8571428571428571
0.7040816326530612,0.1076923076923077,1.0
0.7857142857142857,0.1276595744680851,0.8571428571428571
0.7551020408163265,0.12727272727272726,1.0
0.6887755102040817,0.09090909090909091,0.8571428571428571
0.7551020408163265,0.09803921568627451,0.7142857142857143
0.7653061224489796,0.10204081632653061,0.7142857142857143
0.75,0.1111111111111111,0.8571428571428571
0.7551020408163265,0.12727272727272726,1.0
0.7551020408163265,0.08163265306122448,0.5714285714285714
0.7244897959183674,0.08771929824561403,0.7142857142857143
0.7295918367346939,0.08928571428571429,0.7142857142857143
0.7704081632653061,0.12,0.8571428571428571
0.8112244897959183,0.10526315789473684,0.5714285714285714
0.7806122448979592,0.09090909090909091,0.5714285714285714
0.7091836734693877,0.109375,1.0
0.7346938775510204,0.11864406779661017,1.0
0.7091836734693877,0.109375,1.0
0.8163265306122449,0.1282051282051282,0.7142857142857143
0.7602040816326531,0.11538461538461539,0.8571428571428571
0.7806122448979592,0.125,0.8571428571428571
0.7397959183673469,0.10714285714285714,0.8571428571428571
0.7755102040816326,0.13725490196078433,1.0
0.7448979591836735,0.061224489795918366,0.42857142857142855
0.7346938775510204,0.11864406779661017,1.0
0.7959183673469388,0.05405405405405406,0.2857142857142857
0.7295918367346939,0.08928571428571429,0.7142857142857143
0.7551020408163265,0.12727272727272726,1.0
0.6989795918367347,0.10606060606060606,1.0
0.7551020408163265,0.11320754716981132,0.8571428571428571
0.8163265306122449,0.14634146341463414,0.8571428571428571
0.8010204081632653,0.11904761904761904,0.7142857142857143
0.7755102040816326,0.10638297872340426,0.7142857142857143
0.7397959183673469,0.07692307692307693,0.5714285714285714
0.7448979591836735,0.12280701754385964,1.0
0.7448979591836735,0.09433962264150944,0.7142857142857143
0.7091836734693877,0.0967741935483871,0.8571428571428571
0.6836734693877551,0.08955223880597014,0.8571428571428571
0.7755102040816326,0.12244897959183673,0.8571428571428571
0.7602040816326531,0.12962962962962962,1.0
0.7704081632653061,0.12,0.8571428571428571
0.7295918367346939,0.08928571428571429,0.7142857142857143
0.7040816326530612,0.1076923076923077,1.0
0.7755102040816326,0.12244897959183673,0.8571428571428571
0.7142857142857143,0.09836065573770492,0.8571428571428571
0.7806122448979592,0.125,0.8571428571428571
0.8112244897959183,0.125,0.7142857142857143
0.7346938775510204,0.10526315789473684,0.8571428571428571
